Auton_community,Name_organ,Num_empl,Sector_organ,TCO2,Type_organ,Unnamed: 0,Year
"Madrid, Comunidad de","SIGNUS ECOVALOR, S.L.",210.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",13067.0,Mediana,1405.0,2017.0
Galicia,"RÍAS ALTAS, S.A.",20.0,H. Transporte y almacenamiento,280.0,Pequeña,1406.0,2018.0
Cataluña,"LA HISPANO IGUALADINA, S.L.",195.0,H. Transporte y almacenamiento,7084.0,Mediana,1407.0,2018.0
Galicia,"CASTROMIL, S.A.",160.0,H. Transporte y almacenamiento,5513.0,Mediana,1408.0,2018.0
"Rioja, La","CALZADOS CIENTA, S.L.",124.0,C. Industria manufacturera,175.0,Mediana,1409.0,2018.0
Galicia,"MONBUS URBANOS, S.A.U.",38.0,H. Transporte y almacenamiento,1689.0,Pequeña,1410.0,2018.0
Galicia,"LA HISPANO IGUALADINA S.L., EMPRESA MONFORTE S.A.U. Y CASTROMIL S.A.U. UTE",19.0,H. Transporte y almacenamiento,331.0,Pequeña,1411.0,2018.0
Galicia,"EMPRESA VILLALÓN, S.A.",30.0,H. Transporte y almacenamiento,1165.0,Pequeña,1412.0,2018.0
Galicia,"VIGO BARCELONA, S.A.",40.0,H. Transporte y almacenamiento,1519.0,Pequeña,1413.0,2018.0
Castilla - La Mancha,"LA REQUENENSE DE AUTOBUSES DE CARMEN LIMORTE, S.A.",18.0,H. Transporte y almacenamiento,403.0,Pequeña,1414.0,2018.0
Aragón,"ORCHARD FRUIT CO., S.L.",115.0,"A. Agricultura, ganadería, silvicultura y pesca",409.0,Mediana,1415.0,2018.0
Cataluña,"LAVOLA 1981, S.A.U.",114.0,"M. Actividades profesionales, científicas y técnicas",53.0,Mediana,1416.0,2018.0
Aragón,"JCOPLASTIC IBÉRICA 2000, S.L.",46.0,C. Industria manufacturera,2070.0,Pequeña,1417.0,2017.0
País Vasco,"INGURUMENAREN KIDEAK INGENIERIA, S.L.",5.0,"M. Actividades profesionales, científicas y técnicas",5.0,Micro,1418.0,2018.0
Castilla y León,"CONSTRUCCIONES Y OBRAS LLORENTE, S,A. 'COLLOSA'",240.0,F. Construcción,4417.0,Mediana,1419.0,2018.0
"Navarra, Comunidad Foral de","CONSTRUCCIONES MARIEZCURRENA, S.L.",235.0,F. Construcción,4750.0,Mediana,1420.0,2018.0
País Vasco,"BYCAM, SERVICIOS, EDIFICIOS, INFRAESTRUCTURAS, S.A.",671.0,F. Construcción,253.0,Gran empresa,1421.0,2017.0
Galicia,"CELTIC ESTORES, S.L.",139.0,C. Industria manufacturera,262.0,Mediana,1422.0,2018.0
Galicia,INELSA,99.0,F. Construcción,104.0,Mediana,1423.0,2018.0
Aragón,ASOCIACIÓN CULTURAL SOBRARBE,9.0,S. Otros servicios,166.0,Micro,1424.0,2018.0
"Madrid, Comunidad de",SPUTNIK CLIMBING S.L.,12.0,"R. Actividades artísticas, recreativas y de entretenimiento",16.0,Pequeña,1425.0,2018.0
"Madrid, Comunidad de",SPUTNIK CLIMBING S.L.,14.0,"R. Actividades artísticas, recreativas y de entretenimiento",17.0,Pequeña,1426.0,2017.0
"Asturias, Principado de","THYSSENKRUPP NORTE, S.A.",200.0,C. Industria manufacturera,1618.0,Mediana,1427.0,2017.0
Castilla - La Mancha,"SERCAMAN 1, S.L.",48.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,55381.0,Pequeña,1428.0,2017.0
"Madrid, Comunidad de","AUTOCARES JULIÁN DE CASTRO, S.A.",176.0,H. Transporte y almacenamiento,6375.0,Mediana,1429.0,2018.0
Aragón,"SERVICIOS INTEGRALES COMÍN, S.L.",9.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,166.0,Micro,1430.0,2018.0
Cataluña,"CELLNEX TELECOM ESPAÑA, S.L.",9841.0,J. Información y comunicaciones,107803.0,Gran empresa,1431.0,2018.0
Galicia,"MALDEASA, S.L.",7.0,H. Transporte y almacenamiento,245.0,Micro,1432.0,2018.0
Canarias,EXCELENCIA TURÍSTICA DE TENERIFE,1.0,S. Otros servicios,3.0,Micro,1433.0,2018.0
"Rioja, La","INYECTADOS Y VULCANIZADOS, S.A.",82.0,C. Industria manufacturera,76.0,Mediana,1434.0,2018.0
Cataluña,LA CYCA PROJECTS AND SERVICES. S.L.,35.0,N. Actividades administrativas y servicios auxiliares,258.0,Pequeña,1435.0,2018.0
Galicia,"TEJAS VEREA, S.A.",236.0,C. Industria manufacturera,10817.0,Mediana,1436.0,2018.0
Canarias,"DC SERVICIOS AMBIENTALES, S.L.",12.0,"M. Actividades profesionales, científicas y técnicas",3.0,Pequeña,1437.0,2018.0
País Vasco,"CONSTRUCCIONES ZUBIEDER, S.L.",47.0,F. Construcción,391.0,Pequeña,1438.0,2018.0
Castilla - La Mancha,"URBANOS DE TALAVERA, S.A.",27.0,H. Transporte y almacenamiento,704.0,Pequeña,1439.0,2018.0
Aragón,"DKV SEGUROS Y REASEGUROS, S.A.E.",614.0,K. Actividades financieras y de seguros,491.0,Gran empresa,1440.0,2018.0
Castilla - La Mancha,"ADMINISTRADORA DE ARCHIVOS, S.A. (ADEA)",200.0,N. Actividades administrativas y servicios auxiliares,362.0,Mediana,1441.0,2018.0
"Rioja, La","MADERAS SOLANA, S. A.",47.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,166.0,Pequeña,1442.0,2018.0
"Rioja, La","MADERAS SOLANA, S. A.",42.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,150.0,Pequeña,1443.0,2017.0
"Rioja, La","MADERAS SOLANA, S. A.",44.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,121.0,Pequeña,1444.0,2016.0
"Rioja, La","MADERAS SOLANA, S. A.",44.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,132.0,Pequeña,1445.0,2015.0
Comunitat Valenciana,"ATQ QUIMYSER, S.L.",24.0,"M. Actividades profesionales, científicas y técnicas",13.0,Pequeña,1446.0,2018.0
Comunitat Valenciana,"DURANTIA INFRAESTRUCTURAS, S.A.",1653.0,F. Construcción,842.0,Gran empresa,1447.0,2018.0
Comunitat Valenciana,"VIVERS CENTRE VERD, S.A.U.",40.0,N. Actividades administrativas y servicios auxiliares,397.0,Pequeña,1448.0,2018.0
Comunitat Valenciana,BECSA S.A.U.,5544.0,F. Construcción,8878.0,Gran empresa,1449.0,2018.0
Comunitat Valenciana,RECICLADOS PALANCIA BELCAIRE S.L.,47.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",4391.0,Pequeña,1450.0,2018.0
Comunitat Valenciana,"INDUSTRIAL DE ENERGÍA Y TECNOLOGÍA, S.L.",34.0,F. Construcción,85.0,Pequeña,1451.0,2018.0
Comunitat Valenciana,"CORPORACIÓN EUROPEA DE SERVICIOS Y CAPITALES, S.A.U.",44.0,F. Construcción,232.0,Pequeña,1452.0,2018.0
Comunitat Valenciana,"CASVA SEGURIDAD, S.L.",138.0,S. Otros servicios,109.0,Mediana,1453.0,2018.0
"Murcia, Región de","PRODUCTOS SUR, S.A.",120.0,C. Industria manufacturera,171.0,Mediana,1454.0,2018.0
Comunitat Valenciana,"TÉCNICAS Y TRATAMIENTOS MEDIOAMBIENTALES, S.A.U.",158.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",3014.0,Mediana,1455.0,2018.0
Andalucía,"CAPARRÓS NATURE, S.L.",180.0,C. Industria manufacturera,693.0,Mediana,1456.0,2018.0
Comunitat Valenciana,"TEXTILS MORA, S.A.L.",194.0,C. Industria manufacturera,1443.0,Mediana,1457.0,2018.0
Aragón,"CONTADORES DE AGUA DE ZARAGOZA, S.A.",54.0,C. Industria manufacturera,30.0,Mediana,1458.0,2018.0
Castilla y León,"PRIETO PALACIO, S.L.U.",5.0,H. Transporte y almacenamiento,146.0,Micro,1459.0,2018.0
País Vasco,"ZORELOR, S.A.",109.0,C. Industria manufacturera,141.0,Mediana,1460.0,2018.0
Galicia,"TRANSPORTES LA UNIÓN, S.A.",47.0,H. Transporte y almacenamiento,8487.0,Pequeña,1461.0,2018.0
Galicia,"GÓMEZ DE CASTRO, S.A.",29.0,H. Transporte y almacenamiento,911.0,Pequeña,1462.0,2018.0
Galicia,"ELEUTERIO LÓPEZ Y CIA, S.L.",8.0,H. Transporte y almacenamiento,458.0,Micro,1463.0,2018.0
Galicia,"AUTOBUSES URBANOS DE LUGO, S.A. (AULUSA)",123.0,H. Transporte y almacenamiento,3752.0,Mediana,1464.0,2018.0
Galicia,"AUTOS ARCADE, S.L.",23.0,H. Transporte y almacenamiento,679.0,Pequeña,1465.0,2018.0
Galicia,"EMPRESA VIUDA DE J. DOMÍNGUEZ, S.L.",28.0,H. Transporte y almacenamiento,724.0,Pequeña,1466.0,2018.0
"Madrid, Comunidad de","FATECSA OBRAS, S.A.",190.0,F. Construcción,499.0,Mediana,1467.0,2018.0
País Vasco,"DRONAK, S.L.",12.0,C. Industria manufacturera,5.0,Pequeña,1468.0,2018.0
Comunitat Valenciana,"TECNO-OFICINAS y P.L.V., S.L.",16.0,C. Industria manufacturera,18.0,Pequeña,1469.0,2018.0
Castilla y León,"SERVICIOS DE COMIDAS Y ACTIVIDADES SOCIALES, S.L.",32.0,I. Hostelería,152.0,Pequeña,1470.0,2018.0
"Madrid, Comunidad de","XEROX ESPAÑA, S.A.U.",4298.0,S. Otros servicios,895.0,Gran empresa,1471.0,2018.0
"Balears, Illes",HOTEL THB GRAN PLAYA,80.0,I. Hostelería,242.0,Mediana,1472.0,2017.0
"Balears, Illes",HOTEL THB GRAN PLAYA,84.0,I. Hostelería,195.0,Mediana,1473.0,2018.0
"Balears, Illes",HOTEL THB FELIP,135.0,I. Hostelería,412.0,Mediana,1474.0,2017.0
"Balears, Illes",HOTEL THB FELIP,101.0,I. Hostelería,260.0,Mediana,1475.0,2018.0
"Balears, Illes",HOTEL THB EL CID,180.0,I. Hostelería,540.0,Mediana,1476.0,2017.0
"Balears, Illes",HOTEL THB EL CID,157.0,I. Hostelería,486.0,Mediana,1477.0,2018.0
"Balears, Illes",HOTEL THB CALA LLITERAS,123.0,I. Hostelería,349.0,Mediana,1478.0,2017.0
"Balears, Illes",HOTEL THB CALA LLITERAS,100.0,I. Hostelería,288.0,Mediana,1479.0,2018.0
"Balears, Illes",HOTEL THB TROPICAL ISLAND,237.0,I. Hostelería,1821.0,Mediana,1480.0,2018.0
"Balears, Illes",HOTEL THB TROPICAL ISLAND,242.0,I. Hostelería,2337.0,Mediana,1481.0,2017.0
"Balears, Illes",HOTEL THB SUR MALLORCA,124.0,I. Hostelería,316.0,Mediana,1482.0,2018.0
"Balears, Illes",HOTEL THB SUR MALLORCA,142.0,I. Hostelería,386.0,Mediana,1483.0,2017.0
"Balears, Illes",HOTEL THB SA COMA PLATJA,44.0,I. Hostelería,343.0,Pequeña,1484.0,2018.0
"Balears, Illes",HOTEL THB SA COMA PLATJA,43.0,I. Hostelería,295.0,Pequeña,1485.0,2017.0
"Balears, Illes",HOTEL THB LOS MOLINOS,176.0,I. Hostelería,596.0,Mediana,1486.0,2018.0
"Balears, Illes",HOTEL THB LOS MOLINOS,175.0,I. Hostelería,592.0,Mediana,1487.0,2017.0
"Balears, Illes",HOTEL THB MARÍA ISABEL,119.0,I. Hostelería,296.0,Mediana,1488.0,2018.0
"Balears, Illes",HOTEL THB MARÍA ISABEL,109.0,I. Hostelería,264.0,Mediana,1489.0,2017.0
Cataluña,"ARCHROMA IBERICA, S.L.",6396.0,C. Industria manufacturera,17795.0,Gran empresa,1490.0,2017.0
Cataluña,"ARCHROMA IBERICA, S.L.",5450.0,C. Industria manufacturera,16320.0,Gran empresa,1491.0,2016.0
Cataluña,"ARCHROMA IBERICA, S.L.",5640.0,C. Industria manufacturera,16181.0,Gran empresa,1492.0,2015.0
Cataluña,"ARCHROMA IBERICA, S.L.",5843.0,C. Industria manufacturera,15370.0,Gran empresa,1493.0,2014.0
Cataluña,"ARCHROMA IBERICA, S.L.",5794.0,C. Industria manufacturera,10919.0,Gran empresa,1494.0,2013.0
Cataluña,"ARCHROMA IBERICA, S.L.",6553.0,C. Industria manufacturera,17266.0,Gran empresa,1495.0,2012.0
"Murcia, Región de","JUMSAL, S.A.",240.0,B. Industrias extractivas,8570.0,Mediana,1496.0,2018.0
"Balears, Illes",HOTEL THB OCEAN BEACH,38.0,I. Hostelería,221.0,Pequeña,1497.0,2017.0
"Balears, Illes",HOTEL THB OCEAN BEACH,35.0,I. Hostelería,165.0,Pequeña,1498.0,2018.0
"Balears, Illes",HOTEL THB NAECO IBIZA,37.0,I. Hostelería,199.0,Pequeña,1499.0,2017.0
"Balears, Illes",HOTEL THB NAECO IBIZA,28.0,I. Hostelería,134.0,Pequeña,1500.0,2018.0
"Balears, Illes",HOTEL THB GUYA PLAYA,48.0,I. Hostelería,350.0,Pequeña,1501.0,2017.0
"Balears, Illes",HOTEL THB GUYA PLAYA,47.0,I. Hostelería,358.0,Pequeña,1502.0,2018.0
"Madrid, Comunidad de","FRACTALIA IT SYSTEMS ESPAÑA, S.L.U.",764.0,J. Información y comunicaciones,97.0,Gran empresa,1503.0,2018.0
Canarias,"OMNIA INFOSYS, S.L.U.",27.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,30.0,Pequeña,1504.0,2018.0
País Vasco,"EUSKALTEL, S.A.",7518.0,J. Información y comunicaciones,10328.0,Gran empresa,1505.0,2018.0
"Madrid, Comunidad de",GRUPO OHL,9514.0,F. Construcción,705942.0,Gran empresa,1506.0,2018.0
"Madrid, Comunidad de","CLEQUALI, S.L.",58.0,S. Otros servicios,4.0,Mediana,1507.0,2018.0
País Vasco,"INKOA SISTEMAS, S.L.",10.0,"M. Actividades profesionales, científicas y técnicas",2.0,Pequeña,1508.0,2018.0
Comunitat Valenciana,"ROTOTANK, S.L.",46.0,C. Industria manufacturera,638515.0,Pequeña,1509.0,2018.0
Comunitat Valenciana,"MARQUESET SISTEMAS LOGÍSTICOS, S.L.",20.0,H. Transporte y almacenamiento,232.0,Pequeña,1510.0,2018.0
"Madrid, Comunidad de","LENOVO GLOBAL TECHNOLOGY SPAIN, S.L.",14.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,10.0,Pequeña,1511.0,2018.0
"Madrid, Comunidad de","LENOVO SPAIN, S.L.",154.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,190.0,Mediana,1512.0,2018.0
Castilla y León,"PETROMAS, S.L.",3.0,H. Transporte y almacenamiento,51.0,Micro,1513.0,2018.0
"Madrid, Comunidad de","ECCO-FREIGHT TRANSPORT SERVICES, S.L.",12.0,H. Transporte y almacenamiento,42.0,Pequeña,1514.0,2017.0
"Madrid, Comunidad de","ECCO-FREIGHT TRANSPORT SERVICES, S.L.",10.0,H. Transporte y almacenamiento,53.0,Pequeña,1515.0,2018.0
Andalucía,"SAT GUADEX, S.L.",143.0,C. Industria manufacturera,287.0,Mediana,1516.0,2018.0
Andalucía,"FOMENTO AGRÍCOLA ANDALUZ, S.A.T. (FOASAT)",203.0,C. Industria manufacturera,1610.0,Mediana,1517.0,2018.0
Galicia,"R CABLE Y TELECOMUNICACIONES GALICIA, S.A.U.",5983.0,J. Información y comunicaciones,9452.0,Gran empresa,1518.0,2018.0
Aragón,"INSONORIZANTES PELZER, S.A.U.",248.0,C. Industria manufacturera,7538.0,Mediana,1519.0,2017.0
"Madrid, Comunidad de","DISINFOR, S.L.",61.0,J. Información y comunicaciones,15.0,Mediana,1520.0,2018.0
Aragón,"INSONORIZANTES PELZER, S.A.U.",240.0,C. Industria manufacturera,7463.0,Mediana,1521.0,2018.0
"Asturias, Principado de","TELECABLE DE ASTURIAS, S.A.U.",4991.0,J. Información y comunicaciones,3052.0,Gran empresa,1522.0,2018.0
"Madrid, Comunidad de",GRUPO COOPERATIVO CAJAMAR,2214.0,K. Actividades financieras y de seguros,2434.0,Gran empresa,1523.0,2018.0
Andalucía,"PRODUCCIONES AGASA, S.L.",16.0,C. Industria manufacturera,23.0,Pequeña,1524.0,2018.0
Cataluña,"SERVEIS ESCORXADORS DEL SEGRIÀ, S.A.U.",47.0,C. Industria manufacturera,7819.0,Pequeña,1525.0,2018.0
"Murcia, Región de","ANTONIO Y PEDRO MENDOZA, S.L.",27.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,29.0,Pequeña,1526.0,2018.0
Cantabria,"AMBIUM CONSULTORES, S.L.",6.0,"M. Actividades profesionales, científicas y técnicas",7.0,Micro,1527.0,2018.0
Galicia,"MARISCOS LINAMAR, S.L.",43.0,C. Industria manufacturera,870.0,Pequeña,1528.0,2018.0
"Murcia, Región de","CONSTRUCCIONES INIESTA, S.L.U.",138.0,F. Construcción,216.0,Mediana,1529.0,2018.0
Comunitat Valenciana,"BSG INGENIEROS, S.L.",36.0,"M. Actividades profesionales, científicas y técnicas",35.0,Pequeña,1530.0,2018.0
"Madrid, Comunidad de","TRC SISTEMAS SEGURIDAD, S.L.",13.0,F. Construcción,11.0,Pequeña,1531.0,2018.0
"Madrid, Comunidad de","TRC INFORMÁTICA, S.L.",99.0,F. Construcción,102.0,Mediana,1532.0,2018.0
"Madrid, Comunidad de","GRUPALIA INTERNET, S.A.",42.0,J. Información y comunicaciones,254.0,Pequeña,1533.0,2018.0
Galicia,"EQUIPOS DE SEÑALIZACIÓN Y CONTROL, S.A. (ESYCSA)",80.0,F. Construcción,82.0,Mediana,1534.0,2018.0
"Navarra, Comunidad Foral de","MANUFACTURAS VINÍLICAS, S. L.",108.0,C. Industria manufacturera,107.0,Mediana,1535.0,2015.0
"Navarra, Comunidad Foral de","MANUFACTURAS VINÍLICAS, S. L.",103.0,C. Industria manufacturera,103.0,Mediana,1536.0,2016.0
"Navarra, Comunidad Foral de","MANUFACTURAS VINÍLICAS, S. L.",101.0,C. Industria manufacturera,99.0,Mediana,1537.0,2017.0
"Navarra, Comunidad Foral de","MANUFACTURAS VINÍLICAS, S. L.",106.0,C. Industria manufacturera,121.0,Mediana,1538.0,2018.0
Galicia,"AGUAS DEL INCIO, S.A.",31.0,H. Transporte y almacenamiento,1115.0,Pequeña,1539.0,2018.0
"Madrid, Comunidad de","DESARROLLOS INFORMÁTICOS INTELYGENZ, S.A.",121.0,S. Otros servicios,43.0,Mediana,1540.0,2018.0
Comunitat Valenciana,ASOCIACIÓN DE INVESTIGACIÓN PARA LAS INDUSTRIAS DEL CALZADO Y CONEXAS (INESCOP),192.0,"M. Actividades profesionales, científicas y técnicas",157.0,Mediana,1541.0,2017.0
"Madrid, Comunidad de","EQUIPOS INDUSTRIALES DE MANUTENCIÓN, S.A. (EINSA)",172.0,C. Industria manufacturera,702.0,Mediana,1542.0,2018.0
Galicia,"COOPERATIVA VITIVINÍCOLA AROUSANA, SCG - PACO & LOLA",28.0,"A. Agricultura, ganadería, silvicultura y pesca",127.0,Pequeña,1543.0,2018.0
"Rioja, La","MARKET SHOES, S.L.",57.0,C. Industria manufacturera,35.0,Mediana,1544.0,2018.0
"Madrid, Comunidad de","BECHTLE DIRECT, S.L.",129.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,78.0,Mediana,1545.0,2018.0
Comunitat Valenciana,"PORCELANOSA, S.A.",8400.0,C. Industria manufacturera,73145.0,Gran empresa,1546.0,2017.0
Comunitat Valenciana,ASOCIACIÓN DE INVESTIGACIÓN PARA LAS INDUSTRIAS DEL CALZADO Y CONEXAS (INESCOP),213.0,"M. Actividades profesionales, científicas y técnicas",176.0,Mediana,1547.0,2018.0
"Navarra, Comunidad Foral de","INDUSTRIAL TONELERA NAVARRA, S.L.U.",23.0,C. Industria manufacturera,60.0,Pequeña,1548.0,2018.0
Comunitat Valenciana,"RECICLATGES GUEROLA, S.L",35.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",659.0,Pequeña,1549.0,2018.0
Comunitat Valenciana,"HILATURAS FERRE, S.A.",212.0,C. Industria manufacturera,4162.0,Mediana,1550.0,2018.0
Canarias,ARONA GRAN HOTEL & UP!,217.0,I. Hostelería,1665.0,Mediana,1551.0,2018.0
Castilla y León,COLEGIO NUESTRA SEÑORA DEL CARMEN (VALLADOLID),81.0,P. Educación,71.0,Mediana,1552.0,2018.0
Comunitat Valenciana,"EURO-GOODNIGHT, S.L.",64.0,C. Industria manufacturera,30.0,Mediana,1553.0,2018.0
Comunitat Valenciana,BODEGAS ENGUERA,35.0,C. Industria manufacturera,133.0,Pequeña,1554.0,2018.0
Castilla - La Mancha,VICENTE SERRANO NAVARRO,12.0,"A. Agricultura, ganadería, silvicultura y pesca",3.0,Pequeña,1555.0,2018.0
Castilla - La Mancha,"EL CORNIJAL DE LA MANCHA, S.L.U.",31.0,"A. Agricultura, ganadería, silvicultura y pesca",155.0,Pequeña,1556.0,2018.0
"Madrid, Comunidad de","EVOLUTIO CLOUD ENABLER, S.A.U.",2404.0,J. Información y comunicaciones,601.0,Gran empresa,1557.0,2017.0
"Murcia, Región de","JUAN JOSÉ ALBARRACÍN, S.A.",185.0,C. Industria manufacturera,744.0,Mediana,1558.0,2018.0
Cataluña,"MENARINI DIAGNÓSTICOS, S.A.",204.0,S. Otros servicios,508.0,Mediana,1559.0,2018.0
"Madrid, Comunidad de","SHEEDO PAPER, S.L.",1.0,C. Industria manufacturera,1.0,Micro,1560.0,2018.0
Comunitat Valenciana,"PROMED CONSULTING, S.L.U.",28.0,F. Construcción,63.0,Pequeña,1561.0,2018.0
Cataluña,"ITRAM HIGIENE, S.L.",19.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,16.0,Pequeña,1562.0,2018.0
Andalucía,"SURTRUCK, S.L.",32.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,42.0,Pequeña,1563.0,2018.0
"Madrid, Comunidad de",KYOCERA DOCUMENT SOLUTIONS ESPAÑA S.A.,202.0,S. Otros servicios,331.0,Mediana,1564.0,2018.0
Comunitat Valenciana,"ESPECIALIZADA Y PRIMARIA L´HORTA MANISES, S.A.",3042.0,Q. Actividades sanitarias y de servicios sociales,1699.0,Gran empresa,1565.0,2018.0
Castilla - La Mancha,"H-CERO INGENIERÍA Y OBRAS, S.L.",31.0,"M. Actividades profesionales, científicas y técnicas",22.0,Pequeña,1566.0,2018.0
Castilla - La Mancha,BENJAMÍN FERNÁNDEZ LÓPEZ,48.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,652.0,Pequeña,1567.0,2018.0
Cataluña,"FAMA SYSTEMS, S.A.",23.0,J. Información y comunicaciones,16.0,Pequeña,1568.0,2018.0
Cantabria,"JAMES HARDIE SPAIN, S.L.U.",46.0,C. Industria manufacturera,34243.0,Pequeña,1569.0,2018.0
"Madrid, Comunidad de",GRUPO ELECNOR,6827.0,F. Construcción,61602.0,Gran empresa,1570.0,2018.0
Comunitat Valenciana,"MANDRILADORA ALPESA, S.L.",183.0,C. Industria manufacturera,778.0,Mediana,1571.0,2017.0
Comunitat Valenciana,"MANDRILADORA ALPESA, S.L.",172.0,C. Industria manufacturera,749.0,Mediana,1572.0,2018.0
Castilla y León,"EMPRESA DE AUTOMÓVILES GALO ÁLVAREZ, S.A.U.",121.0,H. Transporte y almacenamiento,2786.0,Mediana,1573.0,2018.0
"Madrid, Comunidad de","EVERIS SPAIN, S.L.",7810.0,J. Información y comunicaciones,10526.0,Gran empresa,1574.0,2018.0
"Madrid, Comunidad de","SACYR, S.A.",9598.0,F. Construcción,510244.0,Gran empresa,1575.0,2018.0
Castilla y León,"AUTOBUSES URBANOS DE PONFERRADA, S.A.",27.0,H. Transporte y almacenamiento,815.0,Pequeña,1576.0,2018.0
"Madrid, Comunidad de","TOT-EM EXPERIENCE, S.L.",1.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,2.0,Micro,1577.0,2018.0
"Madrid, Comunidad de","J. AGUIRRE, S.L.",12.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,10.0,Pequeña,1578.0,2018.0
Andalucía,"MERCACÓRDOBA, S.A.",47.0,"M. Actividades profesionales, científicas y técnicas",328.0,Pequeña,1579.0,2014.0
Andalucía,"MERCACÓRDOBA, S.A.",46.0,"M. Actividades profesionales, científicas y técnicas",810.0,Pequeña,1580.0,2015.0
Andalucía,"MERCACÓRDOBA, S.A.",47.0,"M. Actividades profesionales, científicas y técnicas",468.0,Pequeña,1581.0,2016.0
Andalucía,"MERCACÓRDOBA, S.A.",48.0,"M. Actividades profesionales, científicas y técnicas",234.0,Pequeña,1582.0,2017.0
Andalucía,"MERCACÓRDOBA, S.A.",48.0,"M. Actividades profesionales, científicas y técnicas",231.0,Pequeña,1583.0,2018.0
Aragón,FUNDACIÓN ECOLOGÍA Y DESARROLLO,23.0,S. Otros servicios,13.0,Pequeña,1584.0,2018.0
Cataluña,ESTEVE,6567.0,C. Industria manufacturera,22596.0,Gran empresa,1585.0,2018.0
Cataluña,MAS SALAGROS ECORESORT,163.0,I. Hostelería,450.0,Mediana,1586.0,2018.0
Comunitat Valenciana,IN SIDE LOGISTICS,53.0,H. Transporte y almacenamiento,95.0,Mediana,1587.0,2018.0
"Madrid, Comunidad de","CENTRALIA SERVICIOS INTEGRALES, S.R.L.",11.0,N. Actividades administrativas y servicios auxiliares,6.0,Pequeña,1588.0,2018.0
Comunitat Valenciana,"POVEDA TEXTIL (GABRIEL POVEDA FERRIOLS, S.L.)",15.0,C. Industria manufacturera,21.0,Pequeña,1589.0,2017.0
Comunitat Valenciana,"POVEDA TEXTIL (GABRIEL POVEDA FERRIOLS, S.L.)",15.0,C. Industria manufacturera,19.0,Pequeña,1590.0,2018.0
"Madrid, Comunidad de",ENDESA ESPAÑA,5605.0,"D. Suministro de energía eléctrica, gas, vapor y aire acondicionado",52106177.0,Gran empresa,1591.0,2018.0
